date,location,machine,action,arg1,arg2,arg3
2019/05/16-18:35:30,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/16-18:35:36,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/16-18:36:46,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/16-18:36:49,0.13,64844671153662:lessandro-mbp,open_todo,16fd500b-9777-4a36-90a8-e29ea797a27d,,
2019/05/16-18:36:53,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/16-23:20:50,0.1,132281831987612:AMOENUS.broadband,mood,7,,
2019/05/16-23:20:52,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/16-23:21:05,0.1,132281831987612:AMOENUS.broadband,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/16-23:21:26,0.1,132281831987612:AMOENUS.broadband,open_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,,
2019/05/16-23:21:31,0.1,132281831987612:AMOENUS.broadband,quit,todo.py,,
2019/05/17-00:09:07,0.1,132281831987612:AMOENUS.broadband,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/17-00:09:10,0.1,132281831987612:AMOENUS.broadband,quit,todo.py,,
2019/05/17-00:12:13,0.1,132281831987612:AMOENUS.broadband,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/17-00:12:32,0.1,132281831987612:AMOENUS.broadband,quit,todo.py,,
2019/05/17-00:22:12,0.1,132281831987612:AMOENUS.broadband,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369
2019/05/17-00:22:16,0.1,132281831987612:AMOENUS.broadband,checked_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,0.01
2019/05/17-00:22:16,0.1,132281831987612:AMOENUS.broadband,open_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,,
2019/05/17-00:22:18,0.1,132281831987612:AMOENUS.broadband,quit,todo.py,,
2019/05/17-00:29:23,0.1,132281831987612:AMOENUS.broadband,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/17-00:29:24,0.1,132281831987612:AMOENUS.broadband,quit,todo.py,,
2019/05/17-00:47:48,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/17-00:48:11,0.1,132281831987612:AMOENUS.broadband,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/17-00:48:20,0.1,132281831987612:AMOENUS.broadband,checked_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,0.01
2019/05/17-00:48:20,0.1,132281831987612:AMOENUS.broadband,open_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,,
2019/05/17-00:48:21,0.1,132281831987612:AMOENUS.broadband,quit,todo.py,,
2019/05/17-01:23:42,0.1,132281831987612:AMOENUS.broadband,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/17-01:23:43,0.1,132281831987612:AMOENUS.broadband,quit,todo.py,,
2019/05/17-01:24:07,0.1,132281831987612:AMOENUS.broadband,mood,8,,
2019/05/17-01:24:12,0.1,132281831987612:AMOENUS.broadband,explore_tree,9983933f-2f4c-442b-9e3a-f848bcd57292,,
2019/05/17-01:26:10,0.1,132281831987612:AMOENUS.broadband,add_card,6b00acd2-1d9d-4a18-ab9d-6291731f6a07,,
2019/05/17-01:26:12,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/17-16:45:13,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/17-16:45:22,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/17-16:47:00,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/17-16:47:56,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/17-16:49:52,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/17-16:51:45,0.13,64844671153662:lessandro-mbp,checked_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,1.0
2019/05/17-16:51:45,0.13,64844671153662:lessandro-mbp,open_todo,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/17-16:51:48,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/17-16:51:55,0.13,64844671153662:lessandro-mbp,open_todo,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/17-16:53:42,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/17-16:53:49,0.13,64844671153662:lessandro-mbp,open_todo,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/17-16:53:57,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/17-16:56:50,0.13,64844671153662:lessandro-mbp,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/05/17-16:58:11,0.13,64844671153662:lessandro-mbp,add_card,4acaee47-346c-4ba9-8679-76a6b8d8c154,,
2019/05/17-16:58:12,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/17-17:34:37,0.13,64844671153662:lessandro-mbp,pop_buffer,research london startup scene (AI),,
2019/05/17-17:34:45,0.13,64844671153662:lessandro-mbp,explore_tree,9983933f-2f4c-442b-9e3a-f848bcd57292,,
2019/05/17-17:35:39,0.13,64844671153662:lessandro-mbp,add_card,429b34ce-ea45-4f46-9633-fb5841934bba,,
2019/05/17-17:36:13,0.13,64844671153662:lessandro-mbp,add_card,d0d1bfff-75ac-4738-baa2-7e28e95b4ca3,,
2019/05/17-17:36:20,0.13,64844671153662:lessandro-mbp,pop_buffer,london inner circle friday night game,,
2019/05/17-17:37:53,0.13,64844671153662:lessandro-mbp,add_card,0530e122-b7c0-4b12-94a2-8806c29e05af,,
2019/05/17-17:37:56,0.13,64844671153662:lessandro-mbp,pop_buffer,take time out to reimaginate ideal lifestyle in London,,
2019/05/17-17:39:34,0.13,64844671153662:lessandro-mbp,add_card,56d958f3-d638-4b5d-a1cf-e0777424c75c,,
2019/05/17-17:39:37,0.13,64844671153662:lessandro-mbp,pop_buffer,dyamond way teaching in London,,
2019/05/17-17:40:07,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/17-17:40:29,0.12,64844671153662:lessandro-mbp,explore_tree,9983933f-2f4c-442b-9e3a-f848bcd57292,,
2019/05/17-17:41:21,0.12,64844671153662:lessandro-mbp,add_edge,13353e20-d397-4f82-bcc4-de87a543c141,,
2019/05/17-17:41:23,0.12,64844671153662:lessandro-mbp,pop_buffer,speak to Data Science girls in MPK,,
2019/05/17-17:43:01,0.12,64844671153662:lessandro-mbp,add_card,88d278ca-f31a-4edf-a30b-4a80e0ed014d,,
2019/05/17-17:43:04,0.12,64844671153662:lessandro-mbp,pop_buffer,ask dubai chinese guy if he found something cool,,
2019/05/17-17:43:38,0.12,64844671153662:lessandro-mbp,edit_card,88d278ca-f31a-4edf-a30b-4a80e0ed014d,,
2019/05/17-17:43:41,0.12,64844671153662:lessandro-mbp,pop_buffer,write a list/script people to network,,
2019/05/17-17:43:47,0.12,64844671153662:lessandro-mbp,pop_buffer,look for therapist,,
2019/05/17-17:44:10,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/17-17:44:22,0.11,64844671153662:lessandro-mbp,mood,7,,
2019/05/17-17:44:46,0.11,64844671153662:lessandro-mbp,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/05/17-17:45:15,0.11,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/17-17:46:39,0.11,64844671153662:lessandro-mbp,add_card,4ca28937-4272-4046-8a82-744a0524a37b,,
2019/05/17-17:46:41,0.11,64844671153662:lessandro-mbp,pop_buffer,look about gearVR,,
2019/05/17-17:47:44,0.11,64844671153662:lessandro-mbp,add_card,692498f6-807b-48e6-8419-f6d84341d473,,
2019/05/17-17:47:49,0.11,64844671153662:lessandro-mbp,pop_buffer,necklace,,
2019/05/17-17:48:16,0.11,64844671153662:lessandro-mbp,add_card,434cd72b-222d-4f5b-8728-4e75863e1852,,
2019/05/17-17:48:19,0.11,64844671153662:lessandro-mbp,pop_buffer,cheese,,
2019/05/17-17:48:41,0.11,64844671153662:lessandro-mbp,add_card,2d91242f-2be2-4395-9124-c5ff1564b9e8,,
2019/05/17-17:48:46,0.11,64844671153662:lessandro-mbp,pop_buffer,bank transfer fineco -> natwest,,
2019/05/17-17:49:30,0.11,64844671153662:lessandro-mbp,add_card,564c7bd1-8266-4416-bdf5-ceb28405857e,,
2019/05/17-17:49:45,0.11,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/17-17:58:41,0.1,64844671153662:lessandro-mbp,explore_tree,9983933f-2f4c-442b-9e3a-f848bcd57292,,
2019/05/17-17:59:19,0.1,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/17-17:59:32,0.1,64844671153662:lessandro-mbp,explore_tree,1156fbdb-dfe0-4798-9e64-254909af5ab0,,
2019/05/17-18:00:15,0.1,64844671153662:lessandro-mbp,add_card,170b93be-a3b6-4f3c-8bb0-81c52c0e9343,,
2019/05/17-18:00:15,0.1,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/17-18:01:22,0.1,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/17-18:01:54,0.1,64844671153662:lessandro-mbp,add_card,ce5563cf-347e-4ae9-86ca-98b19b04b53f,,
2019/05/17-18:01:56,0.1,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/18-23:32:37,0.1,132281831987612:AMOENUS.broadband,mood,5,,
2019/05/18-23:32:38,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/18-23:35:34,0.1,132281831987612:AMOENUS.broadband,open_todo,d3f042a1-64cc-47ea-8f91-487095606266,,
2019/05/18-23:36:06,0.1,132281831987612:AMOENUS.broadband,quit,todo.py,,
2019/05/18-23:56:13,0.1,132281831987612:AMOENUS.broadband,mood,5,came home tired and lied on bed wasting time on computer for 2 hours,
2019/05/18-23:56:15,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/19-00:08:54,0.1,132281831987612:AMOENUS.broadband,mood,6,stared working on TODAG mood felt productive,
2019/05/19-00:08:56,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/19-00:18:46,0.1,132281831987612:AMOENUS.broadband,mood,7,fixed MOOD tool felt a bit accomplished,
2019/05/19-00:18:47,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/19-00:23:49,0.1,132281831987612:AMOENUS.broadband,explore_tree,9983933f-2f4c-442b-9e3a-f848bcd57292,,
2019/05/19-00:24:11,0.1,132281831987612:AMOENUS.broadband,explore_tree,1156fbdb-dfe0-4798-9e64-254909af5ab0,,
2019/05/19-00:24:54,0.1,132281831987612:AMOENUS.broadband,edit_card,ce5563cf-347e-4ae9-86ca-98b19b04b53f,,
2019/05/19-00:24:55,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/19-00:25:14,0.1,132281831987612:AMOENUS.broadband,open_todo,d3f042a1-64cc-47ea-8f91-487095606266,,
2019/05/19-00:33:56,0.1,132281831987612:AMOENUS.broadband,quit,todo.py,,
